Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes
Bull Durham,1988,97,101.759,Ron Shelton,"Kevin Costner, Susan Sarandon, Tim Robbins, Trey Wilson","In Durham, N.C., the Bulls minor league baseball team has one asset no other can claim: a poetry-loving groupie named...",50888729.0,Comedy,7.0,73.0,108.0,53717.0
Maiden,2018,98,104.807,Alex Holmes,"Tracy Edwards, Nancy Harris, John Chittenden, Bruno De Bois","In 1989 Tracy Edwards leads the first all-female crew in the Whitbread Round the World Race, a grueling yachting competition...",3456725.0,,,,,
National Velvet,1944,100,103.292,Clarence Brown,"Mickey Rooney, Elizabeth Taylor, Donald Crisp, Anne Revere","When Velvet Brown (Elizabeth Taylor), an equine-loving 12-year-old living in rural Sussex, becomes the owner of a rambunctious horse, she...",,,,,,
Moneyball,2011,94,105.239,Bennett Miller,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright","Billy Beane (Brad Pitt), general manager of the Oakland A's, one day has an epiphany: Baseball's conventional wisdom is all...",111300835.0,Drama,7.6,87.0,133.0,411015.0
Free Solo,2018,97,106.204,Elizabeth Chai Vasarhelyi,"Alex Honnold, Tommy Caldwell, Sanni McCandless, Jimmy Chin","Alex Honnold completes the first free solo climb of famed El Capitan's 3,000-foot vertical rock face at Yosemite National Park....",28611090.0,Adventure,8.1,83.0,100.0,65386.0
Fighting With My Family,2019,93,107.071,Stephen Merchant,"Florence Pugh, Lena Headey, Nick Frost, Jack Lowden","Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to...",41503089.0,,,,,
The Wrestler,2008,98,107.927,Darren Aronofsky,"Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis","Aging wrestler Randy ""The Ram"" Robinson (Mickey Rourke) is long past his prime but still ready and rarin' to go...",46634275.0,Drama,7.9,80.0,109.0,302404.0
"I, Tonya",2017,90,118.915,Craig Gillespie,"Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson","In 1991, talented figure skater Tonya Harding becomes the first American woman to complete a triple axel during a competition....",53797409.0,Comedy,7.5,77.0,119.0,208875.0
Creed,2015,95,107.296,Ryan Coogler,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad","Adonis Johnson (Michael B. Jordan) never knew his famous father, boxing champion Apollo Creed, who died before Adonis was born....",173567581.0,Drama,7.6,82.0,133.0,267292.0
Ford v Ferrari,2019,92,114.621,James Mangold,"Matt Damon, Christian Bale, Jon Bernthal, Caitriona Balfe","American automotive designer Carroll Shelby and fearless British race car driver Ken Miles battle corporate interference, the laws of physics...",,Drama,8.1,81.0,152.0,366806.0
The Fall,2006,62,65.275,Tarsem,"Lee Pace, Catinca Untaru, Justine Waddell, Robin Smith","A bedridden patient (Lee Pace) captivates a hospitalized girl (Catinca Untaru) with a fantastic tale involving heroes, mystics and villains...",2580348.0,Drama,8.1,,60.0,101827.0
Solomon Kane,2009,66,67.319,Michael J. Bassett,"James Purefoy, Max von Sydow, Rachel Hurd-Wood, Alice Krige",A man (James Purefoy) must renounce his newly taken vows of peace to rescue a young woman (Rachel Hurd-Wood) from...,22024849.0,Horror,6.1,48.0,104.0,73224.0
Conan the Barbarian,1982,66,67.632,John Milius,"Arnold Schwarzenegger, James Earl Jones, Sandahl Bergman, Gerry Lopez",Orphaned boy Conan (Arnold Schwarzenegger) is enslaved after his village is destroyed by the forces of vicious necromancer Thulsa Doom...,79114085.0,Adventure,6.9,43.0,129.0,146804.0
The Forbidden Kingdom,2008,63,68.17,Rob Minkoff,"Jackie Chan, Jet Li, Michael Angarano, Crystal Liu","Jason (Michael Angarano), an American teenager, is a huge fan of Hong Kong cinema and old kung-fu movies. While browsing...",129075270.0,Adventure,6.5,57.0,104.0,105239.0
Ladyhawke,1985,68,69.271,Richard Donner,"Matthew Broderick, Rutger Hauer, Michelle Pfeiffer, Leo McKern","Upon breaking out of a dungeon, youthful thief Phillipe Gaston (Matthew Broderick) befriends Capt. Navarre (Rutger Hauer), a man with...",18400000.0,Comedy,6.9,64.0,121.0,46828.0
The Imaginarium of Doctor Parnassus,2009,64,71.849,Terry Gilliam,"Heath Ledger, Christopher Plummer, Verne Troyer, Andrew Garfield","Dr. Parnassus (Christopher Plummer), the leader of a traveling show, has a dark secret. Thousands of years ago he traded...",64352607.0,Comedy,6.8,65.0,123.0,148749.0
Clash of the Titans,1981,65,67.394,Desmond Davis,"Harry Hamlin, Laurence Olivier, Judi Bowker, Claire Bloom","Perseus (Harry Hamlin), son of the Greek god Zeus (Laurence Olivier), grows up on a deserted island. His destiny is...",493214888.0,Adventure,5.8,39.0,106.0,280392.0
Godmothered,2020,68,71.387,Sharon Maguire,"Isla Fisher, Jillian Bell, Santiago Cabrera, Mary Elizabeth Ellis","Set at Christmas time, ""Godmothered"" is a comedy about Eleanor, a young, inexperienced fairy godmother-in-training (Jillian Bell), who upon hearing...",,Comedy,6.1,49.0,110.0,12202.0
The Chronicles of Narnia: Prince Caspian,2008,66,74.136,Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell","One year after their previous adventure, the Pevensie children (Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell) return to the...",417341288.0,Adventure,6.5,62.0,150.0,207495.0
Sleepy Hollow,1999,70,74.171,Tim Burton,"Johnny Depp, Christina Ricci, Miranda Richardson, Michael Gambon","Set in 1799, ""Sleepy Hollow"" is based on Washington Irving's classic tale ""The Legend of Sleepy Hollow."" Faithful to the...",207068340.0,Drama,7.3,,45.0,60402.0
The Hobbit: An Unexpected Journey,2012,64,77.921,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","Bilbo Baggins (Martin Freeman) lives a simple life with his fellow hobbits in the shire, until the wizard Gandalf (Ian...",1014938545.0,Adventure,7.8,58.0,169.0,803888.0
The House With a Clock in Its Walls,2018,65,77.368,Eli Roth,"Jack Black, Cate Blanchett, Owen Vaccaro, Kyle MacLachlan",Ten-year-old Lewis goes to live with his oddball uncle in a creaky old house that contains a mysterious ticktock noise....,,,,,,
The Witches of Eastwick,1987,66,71.982,George Miller,"Jack Nicholson, Cher, Susan Sarandon, Michelle Pfeiffer","Three small-town friends, Alexandra (Cher), Jane (Susan Sarandon) and Sukie (Michelle Pfeiffer), each having lost the man in their lives,...",63749955.0,Comedy,6.5,67.0,118.0,68882.0
Nanny McPhee,2005,74,79.598,Kirk Jones,"Emma Thompson, Colin Firth, Kelly Macdonald, Derek Jacobi","Widower Cedric Brown (Colin Firth) hires Nanny McPhee (Emma Thompson) to care for his seven rambunctious children, who have chased...",128745578.0,Comedy,6.6,59.0,97.0,75347.0
Nanny McPhee Returns,2010,75,79.439,Susanna White,"Emma Thompson, Maggie Gyllenhaal, Rhys Ifans, Maggie Smith","Enigmatic Nanny McPhee (Emma Thompson) arrives on the doorstep of a harried mother, Isabel Green (Maggie Gyllenhaal), who is trying...",,Comedy,6.1,52.0,109.0,32290.0
Miss Peregrine's Home for Peculiar Children,2016,64,80.617,Tim Burton,"Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench","When his beloved grandfather leaves Jake clues to a mystery that spans different worlds and times, he finds a magical...",,Drama,6.7,57.0,127.0,168814.0
Into the Woods,2014,71,80.786,Rob Marshall,"Meryl Streep, Emily Blunt, James Corden, Anna Kendrick","As the result of the curse of a once-beautiful witch (Meryl Streep), a baker (James Corden) and his wife (Emily...",212550576.0,Comedy,5.9,69.0,125.0,139818.0
Peter Pan,2003,77,81.095,P.J. Hogan,"Jason Isaacs, Jeremy Sumpter, Rachel Hurd-Wood, Olivia Williams","As Wendy Darling (Rachel Hurd-Wood) recounts stories to her brothers, John (Harry Newell) and Michael (Freddie Popplewell), she is visited...",95255485.0,Adventure,6.8,64.0,113.0,72132.0
The City of Lost Children,1995,79,81.404,Marc Caro,"Ron Perlman, Daniel Emilfork, Judith Vittet, Dominique Pinon",Old and decrepit Krank (Daniel Emilfork) has lost his capacity for dreaming and is attempting to fight death by stealing...,,Drama,7.5,73.0,112.0,68130.0
The Dark Crystal,1982,79,81.493,Jim Henson,"John Baddeley, Stephen Garlick, David Buck, Barry Dennen","Jen (Stephen Garlick), raised by the noble race called the Mystics, has been told that he is the last survivor...",40577001.0,Adventure,7.1,66.0,93.0,65993.0
The Hobbit: The Desolation of Smaug,2013,74,83.64,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Benedict Cumberbatch","Having survived the first part of their unsettling journey, Bilbo Baggins (Martin Freeman) and his companions (Ian McKellen, Richard Armitage)...",959358436.0,Adventure,7.8,66.0,161.0,642990.0
Where the Wild Things Are,2009,73,83.738,Spike Jonze,"Catherine Keener, Max Records, Mark Ruffalo, James Gandolfini","Feeling misunderstood at home and at school, mischievous Max (Max Records) escapes to the land of the Wild Things, majestic...",99123656.0,Drama,6.7,71.0,101.0,104486.0
Excalibur,1981,74,81.145,John Boorman,"Nicol Williamson, Nigel Terry, Helen Mirren, Nicholas Clay","The magical sword of Excalibur starts off in the hands of British lord Uther Pendragon (Gabriel Byrne) and then, years...",34200000.0,Drama,7.3,56.0,140.0,61280.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,76,84.517,Andrew Adamson,"Tilda Swinton, Georgie Henley, Skandar Keynes, William Moseley","During the World War II bombings of London, four English siblings are sent to a country house where they will...",,Adventure,6.9,75.0,143.0,390642.0
The Extraordinary Adventures of Adèle Blanc-Sec,2010,85,84.183,Luc Besson,"Louise Bourgoin, Mathieu Amalric, Gilles Lellouche, Jean-Paul Rouve","A popular novelist deals with her would-be suitors, the cops, monsters, and other distractions....",,Adventure,6.2,,107.0,21128.0
Dragonslayer,1981,82,84.115,Matthew Robbins,"Peter MacNicol, Caitlin Clarke, Ralph Richardson, John Hallam",A terrible dragon is terrorizing the medieval land of Urland in the 6th century. Representatives from the kingdom seek the...,6000000.0,Adventure,6.6,68.0,109.0,17847.0
The Holy Mountain,1973,83,84.549,Alexandro Jodorowsky,"Alexandro Jodorowsky, Horacio Salinas, Ramona Saunders",A Mexican master (Alexandro Jodorowsky) leads a Christ figure (Horacio Salinas) and other disciples to a mountain of immortal wise...,68535.0,Drama,7.8,76.0,114.0,42037.0
The Spiderwick Chronicles,2008,81,86.017,Mark Waters,"Freddie Highmore, Sarah Bolger, Mary-Louise Parker, David Strathairn","Of the three Grace children, Jared (Freddie Highmore) has always been thought of as the troublemaker. So when strange things...",162839667.0,Drama,6.5,62.0,96.0,94751.0
Jumanji: The Next Level,2019,71,86.276,Jake Kasdan,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan","When Spencer goes back into the fantastical world of Jumanji, pals Martha, Fridge and Bethany re-enter the game to bring...",798332900.0,Adventure,6.7,58.0,123.0,238537.0
Pinocchio,2019,83,86.477,Matteo Garrone,"Roberto Benigni, Federico Ielapi, Gigi Proietti, Rocco Papaleo","Geppetto's puppet creation, Pinocchio, magically comes to life with dreams of becoming a real boy. Easily led astray, Pinocchio tumbles...",84300000.0,Comedy,,,,
Tale of Tales,2015,83,89.238,Matteo Garrone,"Salma Hayek, Vincent Cassel, Toby Jones, John C. Reilly","Three fairy tales revolve around a king (John C. Reilly) who must slay a sea monster, a giant flea and...",,Drama,6.4,72.0,134.0,28352.0
Harry Potter and the Deathly Hallows: Part 1,2010,77,88.683,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson, Ralph Fiennes","Without the guidance and protection of their professors, Harry (Daniel Radcliffe), Ron (Rupert Grint) and Hermione (Emma Watson) begin a...",,Adventure,7.7,65.0,146.0,531375.0
Harry Potter and the Order of the Phoenix,2007,77,88.782,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson, Helena Bonham Carter","Now in his fifth year at Hogwarts, Harry (Daniel Radcliffe) learns that many in the wizarding community do not know...",,Adventure,7.5,71.0,138.0,564062.0
Harry Potter and the Sorcerer's Stone,2001,81,89.168,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson, John Cleese","Adaptation of the first of J.K. Rowling's popular children's novels about Harry Potter, a boy who learns on his eleventh...",,Adventure,7.6,65.0,152.0,752483.0
Harry Potter and the Chamber of Secrets,2002,82,90.395,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson, Kenneth Branagh","The follow-up to ""Harry Potter and the Sorcerer's Stone"" finds young wizard Harry Potter (Daniel Radcliffe) and his friends, Ron...",875454054.0,Adventure,7.4,63.0,161.0,615121.0
Matilda,1996,91,90.559,Danny DeVito,"Mara Wilson, Danny DeVito, Rhea Perlman, Embeth Davidtz","This film adaptation of a Roald Dahl work tells the story of Matilda Wormwood (Mara Wilson), a gifted girl forced...",33098222.0,Comedy,6.9,72.0,102.0,146506.0
Charlie and the Chocolate Factory,2005,83,92.047,Tim Burton,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter","Based on the beloved Roald Dahl tale, this comedic and fantastical film follows young Charlie Bucket (Freddie Highmore) and his...",475825484.0,Comedy,6.6,72.0,115.0,466247.0
Bridge to Terabithia,2007,85,92.057,Gabor Csupo,"Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick","The life of Jesse (Josh Hutcherson), an adolescent, changes when he befriends Leslie (AnnaSophia Robb), the class outsider. The children...",137984788.0,Drama,7.2,74.0,96.0,154075.0
Jason and the Argonauts,1963,89,92.263,Don Chaffey,"Todd Armstrong, Nancy Kovack, Gary Raymond, Honor Blackman","After saving the life of his royal father's usurper, Pelias (Douglas Wilmer), whom he fails to recognize, Jason (Todd Armstrong)...",,Adventure,5.9,,180.0,5235.0
Time Bandits,1981,90,92.489,Terry Gilliam,"John Cleese, Sean Connery, Shelley Duvall, Katherine Helmond",Young history buff Kevin (Craig Warnock) can scarcely believe it when six dwarfs emerge from his closet one night. Former...,37400000.0,Comedy,6.9,79.0,110.0,62947.0
The BFG,2016,74,92.963,Steven Spielberg,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement",Ten-year-old Sophie is in for the adventure of a lifetime when she meets the Big Friendly Giant (Mark Rylance). Naturally...,199646680.0,Adventure,6.3,66.0,117.0,84761.0
Cinderella,2015,84,93.817,Kenneth Branagh,"Cate Blanchett, Lily James, Richard Madden, Helena Bonham-Carter","After her father unexpectedly dies, young Ella (Lily James) finds herself at the mercy of her cruel stepmother (Cate Blanchett)...",542351353.0,Comedy,4.2,41.0,113.0,39879.0
Jingle Jangle: A Christmas Journey,2020,89,93.767,David E. Talbert,"Forest Whitaker, Keegan-Michael Key, Hugh Bonneville, Anika Noni Rose","Decades after his apprentice betrays him, a once joyful toymaker finds new hope when his bright young granddaughter appears on...",,,,,,
Edward Scissorhands,1990,90,93.95,Tim Burton,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall",A scientist (Vincent Price) builds an animated human being -- the gentle Edward (Johnny Depp). The scientist dies before he...,53980220.0,Drama,7.9,74.0,105.0,477701.0
Harry Potter and the Half-Blood Prince,2009,84,95.304,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson, Helena Bonham Carter","As Death Eaters wreak havoc in both Muggle and Wizard worlds, Hogwarts is no longer a safe haven for students....",929411069.0,Adventure,7.6,78.0,153.0,528070.0
Willy Wonka and the Chocolate Factory,1971,91,95.363,Mel Stuart,"Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear","The last of five coveted ""golden tickets"" falls into the hands of a sweet but very poor boy. He and...",,,,,,
The Witches,1990,93,95.629,Nicolas Roeg,"Anjelica Huston, Mai Zetterling, Jasen Fisher, Rowan Atkinson","While staying at a hotel in England with his grandmother, Helga (Mai Zetterling), young Luke (Jasen Fisher) inadvertently spies on...",26576182.0,Comedy,5.3,47.0,106.0,38342.0
Fantastic Beasts and Where to Find Them,2016,74,95.692,David Yates,"Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol","The year is 1926, and Newt Scamander (Eddie Redmayne) has just completed a global excursion to find and document an...",811724385.0,Adventure,7.2,66.0,132.0,460142.0
The Adventures of Baron Munchausen,1989,92,95.851,Terry Gilliam,"John Neville, Eric Idle, Sarah Polley, Oliver Reed","During the ""Age of Reason"" of the late 18th century, the Turkish army lays siege to a European city where...",8040008.0,Comedy,7.1,69.0,126.0,53211.0
